"port","service"
40877,unknown
40881,unknown
40882,unknown
40888,unknown
40893,unknown
40894,unknown
40897,unknown
40898,unknown
40904,unknown
40905,unknown
40909,unknown
40911,unknown
40914,unknown
40915,unknown
40923,unknown
40938,unknown
40940,unknown
40946,unknown
40951,unknown
40954,unknown
40958,unknown
40962,unknown
40963,unknown
40970,unknown
40972,unknown
40982,unknown
40991,unknown
40993,unknown
41011,unknown
41014,unknown
41015,unknown
41018,unknown
41020,unknown
41033,unknown
41036,unknown
41039,unknown
41042,unknown
41049,unknown
41053,unknown
41057,unknown
41058,unknown
41064,unknown
41065,unknown
41070,unknown
41073,unknown
41075,unknown
41078,unknown
41081,unknown
41082,unknown
41086,unknown
41111,fs-qos
41113,unknown
41121,tentacle
41123,unknown
41130,unknown
41135,unknown
41139,unknown
41141,unknown
41142,unknown
41148,unknown
41149,unknown
41150,unknown
41151,unknown
41154,unknown
41156,unknown
41161,unknown
41169,unknown
41170,unknown
41171,unknown
41172,unknown
41203,unknown
41207,unknown
41226,unknown
41230,z-wave-s
41232,unknown
41233,unknown
41237,unknown
41245,unknown
41250,unknown
41251,unknown
41252,unknown
41254,unknown
41262,unknown
41264,unknown
41265,unknown
41274,unknown
41278,unknown
41281,unknown
41283,unknown
41289,unknown
41295,unknown
41308,unknown
41309,unknown
41318,unknown
41319,unknown
41320,unknown
41327,unknown
41330,unknown
41332,unknown
41334,unknown
41335,unknown
41337,unknown
41342,unknown
41343,unknown
41345,unknown
41348,unknown
41351,unknown
41353,unknown
41356,unknown
41359,unknown
41360,unknown
41369,unknown
41370,unknown
41376,unknown
41379,unknown
41380,unknown
41381,unknown
41384,unknown
41387,unknown
41393,unknown
41398,unknown
41401,unknown
41406,unknown
41407,unknown
41408,unknown
41410,unknown
41414,unknown
41415,unknown
41416,unknown
41425,unknown
41430,unknown
41435,unknown
41436,unknown
41439,unknown
41441,unknown
41442,unknown
41446,unknown
41448,unknown
41450,unknown
41458,unknown
41463,unknown
41464,unknown
41470,unknown
41474,unknown
41475,unknown
41479,unknown
41484,unknown
41485,unknown
41494,unknown
41496,unknown
41497,unknown
41498,unknown
41499,unknown
41504,unknown
41507,unknown
41511,unknown
41514,unknown
41515,unknown
41518,unknown
41523,unknown
41524,unknown
41543,unknown
41544,unknown
41545,unknown
41546,unknown
41549,unknown
41551,unknown
41554,unknown
41562,unknown
41564,unknown
41565,unknown
41568,unknown
41570,unknown
41571,unknown
41574,unknown
41584,unknown
41589,unknown
41596,unknown
41602,unknown
41606,unknown
41610,unknown
41616,unknown
41617,unknown
41619,unknown
41620,unknown
41631,unknown
41632,unknown
41633,unknown
41635,unknown
41636,unknown
41637,unknown
41638,unknown
41641,unknown
41645,unknown
41656,unknown
41659,unknown
41667,unknown
41672,unknown
41674,unknown
41675,unknown
41676,unknown
41680,unknown
41684,unknown
41702,unknown
41709,unknown
41710,unknown
41711,unknown
41717,unknown
41718,unknown
41721,unknown
41730,unknown
41731,unknown
41742,unknown
41761,unknown
41763,unknown
41771,unknown
41773,unknown
41774,unknown
41778,unknown
41779,unknown
41780,unknown
41781,unknown
41785,unknown
41794,crestron-cip
41795,crestron-ctp
41796,crestron-cips
41797,crestron-ctps
41799,unknown
41800,unknown
41801,unknown
41806,unknown
41807,unknown
41808,unknown
41810,unknown
41815,unknown
41816,unknown
41829,unknown
41837,unknown
41846,unknown
41849,unknown
41850,unknown
41851,unknown
41860,unknown
41865,unknown
41867,unknown
41868,unknown
41875,unknown
41876,unknown
41886,unknown
41896,unknown
41901,unknown
41914,unknown
41916,unknown
41927,unknown
41930,unknown
41933,unknown
41937,unknown
41947,unknown
41950,unknown
41954,unknown
41955,unknown
41964,unknown
41967,unknown
41968,unknown
41971,unknown
41972,unknown
41975,unknown
41978,unknown
41982,unknown
41987,unknown
41990,unknown
41999,unknown
42001,unknown
42005,unknown
42006,unknown
42021,unknown
42022,unknown
42029,unknown
42031,unknown
42032,unknown
42034,unknown
42035,unknown
42046,unknown
42048,unknown
42051,unknown
42054,unknown
42056,unknown
42067,unknown
42072,unknown
42081,unknown
42085,unknown
42088,unknown
42093,unknown
42096,unknown
42100,unknown
42101,unknown
42112,unknown
42123,unknown
42126,unknown
42127,unknown
42133,unknown
42135,unknown
42139,unknown
42141,unknown
42148,unknown
42155,unknown
42158,unknown
42159,unknown
42162,unknown
42163,unknown
42168,unknown
42172,unknown
42173,unknown
42179,unknown
42190,unknown
42197,unknown
42198,unknown
42199,unknown
42215,unknown
42220,unknown
42224,unknown
42235,unknown
42251,unknown
42262,unknown
42276,unknown
42279,unknown
42280,unknown
42281,unknown
42283,unknown
42284,unknown
42285,unknown
42294,unknown
42298,unknown
42302,unknown
42312,unknown
42313,unknown
42318,unknown
42322,unknown
42325,unknown
42328,unknown
42332,unknown
42338,unknown
42340,unknown
42341,unknown
42343,unknown
42350,unknown
42368,unknown
42373,unknown
42379,unknown
42380,unknown
42383,unknown
42393,unknown
42394,unknown
42409,unknown
42411,unknown
42417,unknown
42422,unknown
42423,unknown
42425,unknown
42426,unknown
42428,unknown
42429,unknown
42431,unknown
42434,unknown
42445,unknown
42449,unknown
42452,unknown
42456,unknown
42459,unknown
42463,unknown
42465,unknown
42471,unknown
42478,unknown
42482,unknown
42484,unknown
42498,unknown
42504,unknown
42506,unknown
42508,candp
42509,candrp
42510,caerpc
42512,unknown
42522,unknown
42533,unknown
42534,unknown
42535,unknown
42545,unknown
42546,unknown
42551,unknown
42557,unknown
42558,unknown
42559,unknown
42560,unknown
42562,unknown
42571,unknown
42575,unknown
42577,unknown
42584,unknown
42585,unknown
42590,unknown
42591,unknown
42606,unknown
42608,unknown
42610,unknown
42612,unknown
42618,unknown
42621,unknown
42622,unknown
42624,unknown
42625,unknown
42627,unknown
42632,unknown
42633,unknown
42634,unknown
42638,unknown
42639,unknown
42644,unknown
42648,unknown
42651,unknown
42652,unknown
42664,unknown
42666,unknown
42668,unknown
42671,unknown
42672,unknown
42674,unknown
42675,unknown
42677,unknown
42679,unknown
42681,unknown
42684,unknown
42685,unknown
42687,unknown
42695,unknown
42699,unknown
42702,unknown
42706,unknown
42708,unknown
42716,unknown
42717,unknown
42721,unknown
42734,unknown
42735,unknown
42741,unknown
42747,unknown
42762,unknown
42763,unknown
42773,unknown
42776,unknown
42784,unknown
42791,unknown
42796,unknown
42799,unknown
42800,unknown
42803,unknown
42804,unknown
42807,unknown
42811,unknown
42812,unknown
42815,unknown
42816,unknown
42819,unknown
42822,unknown
42823,unknown
42825,unknown
42827,unknown
42828,unknown
42831,unknown
42832,unknown
42837,unknown
42843,unknown
42849,unknown
42857,unknown
42859,unknown
42863,unknown
42864,unknown
42868,unknown
42869,unknown
42870,unknown
42874,unknown
42875,unknown
42877,unknown
42880,unknown
42882,unknown
42886,unknown
42887,unknown
42893,unknown
42902,unknown
42903,unknown
42904,unknown
42906,unknown
42910,unknown
42916,unknown
42923,unknown
42940,unknown
42941,unknown
42945,unknown
42946,unknown
42947,unknown
42949,unknown
42950,unknown
42951,unknown
42955,unknown
42960,unknown
42961,unknown
42965,unknown
42974,unknown
42975,unknown
42986,unknown
42990,unknown
43000,recvr-rc
43002,unknown
43005,unknown
43009,unknown
43011,unknown
43014,unknown
43018,unknown
43024,unknown
43027,unknown
43032,unknown
43036,unknown
43039,unknown
43054,unknown
43057,unknown
43064,unknown
43069,unknown
43070,unknown
43072,unknown
43074,unknown
43080,unknown
43085,unknown
43086,unknown
43091,unknown
43092,unknown
43094,unknown
43103,unknown
43106,unknown
43108,unknown
43121,unknown
43122,unknown
43126,unknown
43128,unknown
43129,unknown
43131,unknown
43139,unknown
43141,unknown
43143,unknown
43145,unknown
43146,unknown
43147,unknown
43150,unknown
43157,unknown
43170,unknown
43171,unknown
43173,unknown
43175,unknown
43185,unknown
43188,reachout
43189,ndm-agent-port
43190,ip-provision
43191,noit-transport
43195,unknown
43210,shaperai
43212,unknown
43216,unknown
43225,unknown
43231,unknown
43237,unknown
43242,unknown
43248,unknown
43249,unknown
43254,unknown
43256,unknown
43257,unknown
43260,unknown
43268,unknown
43279,unknown
43280,unknown
43283,unknown
43284,unknown
43285,unknown
43288,unknown
43289,unknown
43295,unknown
43304,unknown
43306,unknown
43316,unknown
43317,unknown
43320,unknown
43322,unknown
43323,unknown
43326,unknown
43327,unknown
43334,unknown
43336,unknown
43355,unknown
43359,unknown
43360,unknown
43361,unknown
43370,unknown
43372,unknown
43376,unknown
43382,unknown
43403,unknown
43414,unknown
43418,unknown
43420,unknown
43422,unknown
43423,unknown
43425,unknown
43432,unknown
43438,hmip-routing
43439,eq3-update
43440,ew-disc-cmd
43441,ciscocsdb
43446,unknown
43455,unknown
43464,unknown
43472,unknown
43474,unknown
43477,unknown
43485,unknown
43491,unknown
43503,unknown
43505,unknown
43506,unknown
43510,unknown
43511,unknown
43514,unknown
43523,unknown
43525,unknown
43527,unknown
43544,unknown
43547,unknown
43550,unknown
43552,unknown
43553,unknown
43558,unknown
43589,unknown
43590,unknown
43594,unknown
43600,unknown
43601,unknown
43608,unknown
43610,unknown
43613,unknown
43617,unknown
43632,unknown
43640,unknown
43653,unknown
43654,unknown
43670,unknown
43679,unknown
43684,unknown
43686,unknown
43690,unknown
43697,unknown
43707,unknown
43709,unknown
43710,unknown
43713,unknown
43715,unknown
43719,unknown
43723,unknown
43724,unknown
43725,unknown
43734,unknown
43735,unknown
43739,unknown
43740,unknown
43756,unknown
43774,unknown
43781,unknown
43785,unknown
43786,unknown
43788,unknown
43791,unknown
43794,unknown
43798,unknown
43799,unknown
43802,unknown
43803,unknown
43805,unknown
43811,unknown
43812,unknown
43814,unknown
43816,unknown
43823,unknown
43824,unknown
43835,unknown
43836,unknown
43837,unknown
43841,unknown
43842,unknown
43843,unknown
43844,unknown
43845,unknown
43847,unknown
43850,unknown
43854,unknown
43859,unknown
43861,unknown
43868,unknown
43870,unknown
43881,unknown
43891,unknown
43901,unknown
43905,unknown
43910,unknown
43913,unknown
43923,unknown
43928,unknown
43941,unknown
43942,unknown
43954,unknown
43956,unknown
43961,unknown
43967,unknown
43973,unknown
43977,unknown
43983,unknown
43986,unknown
43991,unknown
43994,unknown
44004,unknown
44009,unknown
44010,unknown
44013,unknown
44021,unknown
44024,unknown
44026,unknown
44032,unknown
44034,unknown
44035,unknown
44037,unknown
44040,unknown
44042,unknown
44048,unknown
44054,unknown
44056,unknown
44058,unknown
44059,unknown
44061,unknown
44075,unknown
44076,unknown
44079,unknown
44080,unknown
44087,unknown
44090,unknown
44093,unknown
44094,unknown
44098,unknown
44099,unknown
44100,unknown
44101,unknown
44107,unknown
44109,unknown
44115,unknown
44116,unknown
44117,unknown
44119,unknown
44123,z-wave-tunnel
44126,unknown
44129,unknown
44135,unknown
44139,unknown
44160,unknown
44164,unknown
44166,unknown
44176,unknown
44177,unknown
44179,unknown
44180,unknown
44185,unknown
44190,unknown
44194,unknown
44195,unknown
44200,unknown
44215,unknown
44226,unknown
44227,unknown
44234,unknown
44236,unknown
44242,unknown
44245,unknown
44253,unknown
44257,unknown
44260,unknown
44266,unknown
44268,unknown
44275,unknown
44277,unknown
44282,unknown
44293,unknown
44299,unknown
44310,unknown
44312,unknown
44313,unknown
44321,pmcd
44322,pmcdproxy
44323,pmwebapi
44324,unknown
44327,unknown
44328,unknown
44332,unknown
44334,tinyfw
44336,unknown
44339,unknown
44342,unknown
44349,unknown
44357,unknown
44364,unknown
44367,unknown
44371,unknown
44373,unknown
44376,unknown
44380,unknown
44390,unknown
44395,unknown
44396,unknown
44402,unknown
44403,unknown
44408,unknown
44409,unknown
44410,unknown
44411,unknown
44415,unknown
44420,unknown
44423,unknown
44431,unknown
44434,unknown
44439,unknown
44442,coldfusion-auth
44443,coldfusion-auth
44444,cognex-dataman
44445,acronis-backup
44448,unknown
44450,unknown
44452,unknown
44453,unknown
44454,unknown
44460,unknown
44466,unknown
44469,unknown
44476,unknown
44479,unknown
44483,unknown
44501,unknown
44503,unknown
44504,unknown
44505,unknown
44508,unknown
44509,unknown
44518,unknown
44522,unknown
44533,unknown
44534,unknown
44539,unknown
44541,unknown
44542,unknown
44544,domiq
44553,rbr-debug
44557,unknown
44558,unknown
44559,unknown
44561,unknown
44577,unknown
44586,unknown
44595,unknown
44597,unknown
44598,unknown
44600,asihpi
44609,unknown
44611,unknown
44612,unknown
44614,unknown
44616,unknown
44622,unknown
44624,unknown
44628,unknown
44630,unknown
44632,unknown
44637,unknown
44640,unknown
44652,unknown
44654,unknown
44660,unknown
44661,unknown
44667,unknown
44671,unknown
44673,unknown
44684,unknown
44693,unknown
44702,unknown
44704,unknown
44709,unknown
44710,unknown
44711,unknown
44713,unknown
44714,unknown
44721,unknown
44726,unknown
44727,unknown
44730,unknown
44732,unknown
44733,unknown
44736,unknown
44738,unknown
44745,unknown
44746,unknown
44748,unknown
44752,unknown
44757,unknown
44767,unknown
44774,unknown
44775,unknown
44780,unknown
44794,unknown
44800,unknown
44815,unknown
44817,unknown
44818,EtherNetIP-2
44819,unknown
44823,unknown
44831,unknown
44837,unknown
44845,unknown
44850,unknown
44851,unknown
44856,unknown
44866,unknown
44869,unknown
44871,unknown
44873,unknown
44876,unknown
44880,unknown
44885,unknown
44900,m3da
44901,unknown
44912,unknown
44915,unknown
44917,unknown
44919,unknown
44923,unknown
44924,unknown
44927,unknown
44935,unknown
44937,unknown
44941,unknown
44943,unknown
44946,unknown
44955,unknown
44956,unknown
44958,unknown
44965,unknown
44968,unknown
44969,unknown
44972,unknown
44973,unknown
44977,unknown
44981,unknown
44983,unknown
44994,unknown
44999,unknown
45000,asmp
45001,asmps
45002,rs-status
45006,unknown
45014,unknown
45020,unknown
45021,unknown
45032,unknown
45037,unknown
45038,unknown
45045,synctest
45046,unknown
45050,unknown
45054,invision-ag
45061,unknown
45063,unknown
45079,unknown
45082,unknown
45087,unknown
45092,unknown
45093,unknown
45095,unknown
45099,unknown
45100,unknown
45103,unknown
45106,unknown
45114,unknown
45118,unknown
45120,unknown
45121,unknown
45124,unknown
45125,unknown
45133,unknown
45135,unknown
45136,unknown
45148,unknown
45149,unknown
45154,unknown
45156,unknown
45162,unknown
45164,unknown
45175,unknown
45179,unknown
45185,unknown
45189,unknown
45190,unknown
45193,unknown
45198,unknown
45208,unknown
45210,unknown
45215,unknown
45220,unknown
45223,unknown
45225,unknown
45226,unknown
45231,unknown
45235,unknown
45240,unknown
45247,unknown
45251,unknown
45259,unknown
45261,unknown
45262,unknown
45271,unknown
45275,unknown
45279,unknown
45281,unknown
45284,unknown
45290,unknown
45291,unknown
45298,unknown
45304,unknown
45305,unknown
45308,unknown
45309,unknown
45327,unknown
45337,unknown
45338,unknown
45339,unknown
45345,unknown
45353,unknown
45370,unknown
45371,unknown
45374,unknown
45380,unknown
45390,unknown
45392,unknown
45394,unknown
45400,unknown
45413,unknown
45415,unknown
45418,unknown
45419,unknown
45425,unknown
45431,unknown
45438,unknown
45441,unknown
45442,unknown
45449,unknown
45452,unknown
45454,unknown
45463,unknown
45467,unknown
45472,unknown
45475,unknown
45488,unknown
45491,unknown
45495,unknown
45497,unknown
45503,unknown
45514,cloudcheck
45515,unknown
45516,unknown
45517,unknown
45519,unknown
45524,unknown
45525,unknown
45533,unknown
45537,unknown
45538,unknown
45541,unknown
45542,unknown
45548,unknown
45554,unknown
45556,unknown
45563,unknown
45568,unknown
45573,unknown
45577,unknown
45579,unknown
45588,unknown
45596,unknown
45602,unknown
45615,unknown
45616,unknown
45622,unknown
45624,unknown
45628,unknown
45645,unknown
45651,unknown
45657,unknown
45658,unknown
45665,unknown
45672,unknown
45673,unknown
45675,unknown
45676,unknown
45678,eba
45679,unknown
45683,unknown
45685,unknown
45686,unknown
45689,unknown
45691,unknown
45697,unknown
45703,unknown
45710,unknown
45717,unknown
45719,unknown
45722,unknown
45723,unknown
45725,unknown
45730,unknown
45742,unknown
45749,unknown
45751,unknown
45754,unknown
45758,unknown
45759,unknown
45765,unknown
45769,unknown
45773,unknown
45776,unknown
45777,unknown
45781,unknown
45786,unknown
45788,unknown
45792,unknown
45801,unknown
45804,unknown
45810,unknown
45814,unknown
45815,unknown
45816,unknown
45818,unknown
45824,dai-shell
45825,qdb2service
45830,unknown
45832,unknown
45834,unknown
45837,unknown
45845,unknown
45849,unknown
45856,unknown
45859,unknown
45864,unknown
45865,unknown
45871,unknown
45875,unknown
45877,unknown
45883,unknown
45889,unknown
45891,unknown
45895,unknown
45900,unknown
45906,unknown
45910,unknown
45913,unknown
45917,unknown
45920,unknown
45925,unknown
45928,unknown
45943,unknown
45947,unknown
45948,unknown
45954,unknown
45960,unknown
45963,unknown
45966,ssr-servermgr
45971,unknown
45986,unknown
45991,unknown
46005,unknown
46015,unknown
46016,unknown
46020,unknown
46025,unknown
46032,unknown
46034,unknown
46040,unknown
46051,unknown
46055,unknown
46062,unknown
46065,unknown
46066,unknown
46069,unknown
46070,unknown
46071,unknown
46072,unknown
46081,unknown
46082,unknown
46087,unknown
46093,unknown
46108,unknown
46109,unknown
46110,unknown
46112,unknown
46114,unknown
46115,unknown
46126,unknown
46128,unknown
46137,unknown
46140,unknown
46148,unknown
46156,unknown
46158,unknown
46171,unknown
46174,unknown
46176,unknown
46182,unknown
46187,unknown
46195,unknown
46200,unknown
46201,unknown
46207,unknown
46214,unknown
46217,unknown
46223,unknown
46228,unknown
46230,unknown
46231,unknown
46234,unknown
46235,unknown
46249,unknown
46257,unknown
46265,unknown
46267,unknown
46269,unknown
46270,unknown
46283,unknown
46284,unknown
46287,unknown
46294,unknown
46297,unknown
46306,unknown
46310,unknown
46311,unknown
46319,unknown
46321,unknown
46334,unknown
46336,inedo
46341,unknown
46342,unknown
46350,unknown
46352,unknown
46363,unknown
46369,unknown
46370,unknown
46372,unknown
46373,unknown
46374,unknown
46383,unknown
46387,unknown
46391,unknown
46395,unknown
46414,unknown
46418,unknown
46419,unknown
46420,unknown
46421,unknown
46432,unknown
46434,unknown
46436,unknown
46440,unknown
46442,unknown
46453,unknown
46455,unknown
46457,unknown
46459,unknown
46462,unknown
46464,unknown
46472,unknown
46474,unknown
46478,unknown
46483,unknown
46486,unknown
46491,unknown
46502,unknown
46504,unknown
46514,unknown
46515,unknown
46517,unknown
46529,unknown
46532,unknown
46534,unknown
46535,unknown
46537,unknown
46542,unknown
46546,unknown
46548,unknown
46555,unknown
46556,unknown
46557,unknown
46559,unknown
46574,unknown
46576,unknown
46580,unknown
46581,unknown
46582,unknown
46584,unknown
46587,unknown
46593,unknown
46594,unknown
46599,unknown
46602,unknown
46603,unknown
46606,unknown
46625,unknown
46630,unknown
46640,unknown
46641,unknown
46643,unknown
46644,unknown
46652,unknown
46653,unknown
46654,unknown
46656,unknown
46657,unknown
46658,unknown
46662,unknown
46666,unknown
46668,unknown
46688,unknown
46689,unknown
46692,unknown
46693,unknown
46694,unknown
46698,unknown
46699,unknown
46717,unknown
46741,unknown
46745,unknown
46746,unknown
46749,unknown
46757,unknown
46758,unknown
46764,unknown
46765,unknown
46779,unknown
46780,unknown
46785,unknown
46788,unknown
46793,unknown
46799,unknown
46803,unknown
46804,unknown
46805,unknown
46808,unknown
46813,unknown
46823,unknown
46825,unknown
46830,unknown
46831,unknown
46836,unknown
46837,unknown
46850,unknown
46851,unknown
46865,unknown
46869,unknown
46871,unknown
46872,unknown
46882,unknown
46887,unknown
46893,unknown
46894,unknown
46895,unknown
46899,unknown
46909,unknown
46911,unknown
46919,unknown
46930,unknown
46932,unknown
46934,unknown
46942,unknown
46944,unknown
46946,unknown
46949,unknown
46955,unknown
46959,unknown
46968,unknown
46972,unknown
46975,unknown
46981,unknown
46989,unknown
46990,unknown
46992,unknown
46996,unknown
46998,spremotetablet
46999,mediabox
47000,mbus
47001,winrm
47005,unknown
47009,unknown
47012,unknown
47014,unknown
47021,unknown
47026,unknown
47029,unknown
47030,unknown
47037,unknown
47042,unknown
47043,unknown
47045,unknown
47057,unknown
47058,unknown
47060,unknown
47065,unknown
47069,unknown
47073,unknown
47074,unknown
47079,unknown
47080,unknown
47083,unknown
47086,unknown
47087,unknown
47090,unknown
47091,unknown
47100,jvl-mactalk
47102,unknown
47103,unknown
47119,unknown
47120,unknown
47128,unknown
47130,unknown
47131,unknown
47132,unknown
47134,unknown
47139,unknown
47142,unknown
47143,unknown
47144,unknown
47154,unknown
47155,unknown
47157,unknown
47159,unknown
47160,unknown
47161,unknown
47162,unknown
47169,unknown
47176,unknown
47183,unknown
47184,unknown
47185,unknown
47190,unknown
47197,unknown
47198,unknown
47213,unknown
47217,unknown
47220,unknown
47224,unknown
47229,unknown
47231,unknown
47234,unknown
47242,unknown
47247,unknown
47259,unknown
47260,unknown
47262,unknown
47265,unknown
47267,unknown
47270,unknown
47279,unknown
47281,unknown
47289,unknown
47290,unknown
47291,unknown
47298,unknown
47300,unknown
47306,unknown
47307,unknown
47310,unknown
47315,unknown
47335,unknown
47336,unknown
47337,unknown
47346,unknown
47348,unknown
47352,unknown
47357,unknown
47359,unknown
47364,unknown
47370,unknown
47371,unknown
47372,unknown
47386,unknown
47391,unknown
47400,unknown
47405,unknown
47406,unknown
47409,unknown
47413,unknown
47415,unknown
47421,unknown
47432,unknown
47437,unknown
47442,unknown
47445,unknown
47446,unknown
47448,unknown
47456,unknown
47457,unknown
47470,unknown
47474,unknown
47475,unknown
47477,unknown
47481,unknown
47490,unknown
47494,unknown
47496,unknown
47513,unknown
47526,unknown
47531,unknown
47535,unknown
47544,unknown
47552,unknown
47554,unknown
47555,unknown
47557,dbbrowse
47560,unknown
47567,unknown
47572,unknown
47575,unknown
47577,unknown
47581,unknown
47582,unknown
47584,unknown
47586,unknown
47594,unknown
47595,unknown
47598,unknown
47600,unknown
47609,unknown
47610,unknown
47616,unknown
47618,unknown
47624,directplaysrvr
47626,unknown
47628,unknown
47631,unknown
47632,unknown
47634,unknown
47636,unknown
47637,unknown
47640,unknown
47648,unknown
47652,unknown
47653,unknown
47656,unknown
47658,unknown
47663,unknown
47667,unknown
47669,unknown
47671,unknown
47672,unknown
47674,unknown
47678,unknown
47695,unknown
47697,unknown
47700,unknown
47701,unknown
47702,unknown
47706,unknown
47708,unknown
47717,unknown
47718,unknown
47751,unknown
47756,unknown
47762,unknown
47765,unknown
47768,unknown
47771,unknown
47772,unknown
47775,unknown
47777,unknown
47780,unknown
47783,unknown
47785,unknown
47788,unknown
47790,unknown
47792,unknown
47798,unknown
47802,unknown
47805,unknown
47806,ap
47808,bacnet
47809,presonus-ucnet
47817,unknown
47821,unknown
47839,unknown
47841,unknown
47842,unknown
47845,unknown
47847,unknown
47850,unknown
47851,unknown
47852,unknown
47858,unknown
47860,unknown
47869,unknown
47875,unknown
47876,unknown
47877,unknown
47882,unknown
47884,unknown
47885,unknown
47889,unknown
47892,unknown
47896,unknown
47902,unknown
47908,unknown
47915,unknown
47917,unknown
47926,unknown
47931,unknown
47936,unknown
47946,unknown
47952,unknown
47955,unknown
47966,unknown
47968,unknown
47969,unknown
47971,unknown
47973,unknown
47981,unknown
47985,unknown
47989,unknown
47993,unknown
48000,nimcontroller
48001,nimspooler
48002,nimhub
48003,nimgtw
48004,nimbusdb
48005,nimbusdbctrl
48009,unknown
48024,unknown
48029,unknown
48031,unknown
48036,unknown
48041,unknown
48045,unknown
48048,juka
48049,3gpp-cbsp
48050,weandsf
48051,unknown
48053,unknown
48057,unknown
48067,unknown
48068,unknown
48078,unknown
48080,unknown
48083,unknown
48086,unknown
48091,unknown
48097,unknown
48103,unknown
48105,unknown
48113,unknown
48116,unknown
48117,unknown
48126,unknown
48127,unknown
48128,isnetserv
48129,blp5
48130,unknown
48132,unknown
48133,unknown
48137,unknown
48152,unknown
48153,unknown
48155,unknown
48156,unknown
48161,unknown
48167,unknown
48174,unknown
48175,unknown
48184,unknown
48185,unknown
48189,unknown
48194,unknown
48195,unknown
48205,unknown
48215,unknown
48221,unknown
48222,unknown
48226,unknown
48229,unknown
48232,unknown
48234,unknown
48244,unknown
48250,unknown
48251,unknown
48255,unknown
48256,unknown
48263,unknown
48270,unknown
48280,unknown
48282,unknown
48288,unknown
48291,unknown
48309,unknown
48314,unknown
48315,unknown
48319,unknown
48321,unknown
48324,unknown
48326,unknown
48329,unknown
48337,unknown
48342,unknown
48348,unknown
48356,unknown
48357,unknown
48365,unknown
48366,unknown
48369,unknown
48370,unknown
48372,unknown
48374,unknown
48376,unknown
48378,unknown
48386,unknown
48387,unknown
48390,unknown
48395,unknown
48406,unknown
48409,unknown
48411,unknown
48424,unknown
48427,unknown
48434,unknown
48454,unknown
48455,unknown
48459,unknown
48464,unknown
48474,unknown
48476,unknown
48478,unknown
48481,unknown
48487,unknown
48489,unknown
48490,unknown
48491,unknown
48494,unknown
48496,unknown
48497,unknown
48501,unknown
48512,unknown
48514,unknown
48523,unknown
48540,unknown
48546,unknown
48548,unknown
48551,unknown
48554,unknown
48555,unknown
48556,com-bardac-dw
48558,unknown
48564,unknown
48566,unknown
48571,unknown
48572,unknown
48573,unknown
48574,unknown
48577,unknown
48588,unknown
48598,unknown
48601,unknown
48602,unknown
48605,unknown
48606,unknown
48611,unknown
48613,unknown
48619,iqobject
48620,unknown
48626,unknown
48629,unknown
48631,unknown
48648,unknown
48653,robotraconteur
48663,unknown
48672,unknown
48674,unknown
48682,unknown
48686,unknown
48698,unknown
48701,unknown
48705,unknown
48706,unknown
48707,unknown
48712,unknown
48717,unknown
48721,unknown
48725,unknown
48726,unknown
48729,unknown
48733,unknown
48740,unknown
48741,unknown
48753,unknown
48755,unknown
48757,unknown
48758,unknown
48761,unknown
48762,unknown
48764,unknown
48780,unknown
48783,unknown
48786,unknown
48790,unknown
48793,unknown
48794,unknown
48800,unknown
48803,unknown
48813,unknown
48824,unknown
48825,unknown
48829,unknown
48830,unknown
48847,unknown
48853,unknown
48854,unknown
48860,unknown
48862,unknown
48864,unknown
48869,unknown
48883,unknown
48887,unknown
48890,unknown
48898,unknown
48899,tc_ads_discovery
48901,unknown
48903,unknown
48906,unknown
48913,unknown
48918,unknown
48921,unknown
48923,unknown
48925,unknown
48933,unknown
48935,unknown
48954,unknown
48956,unknown
48966,unknown
48967,unknown
48972,unknown
48973,unknown
48980,unknown
48986,unknown
48991,unknown
48998,unknown
49000,matahari
49001,nusrp
49002,unknown
49005,unknown
49011,unknown
49015,unknown
49017,unknown
49020,unknown
49022,unknown
49028,unknown
49032,unknown
49034,unknown
49036,unknown
49040,unknown
49042,unknown
49048,unknown
49052,unknown
49057,unknown
49062,unknown
49066,unknown
49076,unknown
49080,unknown
49082,unknown
49085,unknown
49087,unknown
49100,unknown
49104,unknown
49108,unknown
49114,unknown
49122,unknown
49123,unknown
49127,unknown
49128,unknown
49131,unknown
49132,unknown
49133,unknown
49134,unknown
49136,unknown
49138,unknown
49142,unknown
49146,unknown
49150,inspider
49152,unknown
49153,unknown
49154,unknown
49155,unknown
49156,unknown
49157,unknown
49158,unknown
49159,unknown
49160,unknown
49161,unknown
49162,unknown
49163,unknown
49164,unknown
49165,unknown
49166,unknown
49167,unknown
49168,unknown
49169,unknown
49170,unknown
49171,unknown
49172,unknown
49173,unknown
49174,unknown
49175,unknown
49176,unknown
49177,unknown
49178,unknown
49179,unknown
49180,unknown
49181,unknown
49182,unknown
49183,unknown
49184,unknown
49185,unknown
49186,unknown
49187,unknown
49188,unknown
49189,unknown
49190,unknown
49191,unknown
49192,unknown
49193,unknown
49194,unknown
49195,unknown
49196,unknown
49197,unknown
49198,unknown
49199,unknown
49200,unknown
49201,unknown
49202,unknown
49203,unknown
49204,unknown
49205,unknown
49206,unknown
49207,unknown
49208,unknown
49209,unknown
49210,unknown
49211,unknown
49212,unknown
49213,unknown
49214,unknown
49215,unknown
49216,unknown
49217,unknown
49218,unknown
49219,unknown
49220,unknown
